source	time	person	location	organization	miscellaneous
	2017-09-07 00:00:00			news company	two|about million|about 20 feet|evening|about 12 hours|up to|morning|billion|about 10 million|nearly half|weeks|2011
	2017-09-07 00:00:00			legislative	the end of 2017|the 90 days|35 percent|16|about two
	2017-09-07 00:00:00			army	at least one|more than six years|2010|2012|this year|10|2012|2011|decade|thousands
	2017-09-07 00:00:00				conservatives|billion|last year
	2017-09-07 00:00:00				2018|35|day|the fiscal year|two|15 percent|35|about two
	2017-09-07 00:00:00		don	economic	sixth|thousands|last week|16 years|1996|years
	2017-09-07 00:00:00			the foreign ministry	sixth|92 percent|hundreds of thousands of tonnes|four|30|about 300|72 hours
	2017-09-08 00:00:00			the country party	monthly|last year|more than 70|four|59|2015
	2017-09-08 00:00:00			approaches	second|two weeks|185 mph|only days|80|13|last week|more than dozen
	2017-09-08 00:00:00	simple|pope		new political|congress	hours|thousands|morning|afternoon|four|two|two|2002|80|the 1960s|millions|last year|hundreds of thousands|1989
	2017-09-08 00:00:00		bloc		day|20 years|two|27|one
	2017-09-08 00:00:00		south on		second|two
	2017-09-08 00:00:00				first|third|45 percent|2014|35|59|last year|annual|18 months
	2017-09-08 00:00:00				two|weekly
	2017-09-08 00:00:00	cio|de|cash		lower house	more than 51 million reais|earlier this week|fifth
	2017-09-08 00:00:00				months|leftist|2016
	2017-09-08 00:00:00			coast guard|international	hundreds of thousands|million|one|three|two|thousands|160|tens of thousands|two|hundreds|tens of thousands|another acres|two
	2017-09-08 00:00:00				five|one|21|half|five|10 percent|18 percent|five|32 percent|16 percent|18 percent|25 percent|31 percent|12 percent
	2017-09-08 00:00:00			national	six|90|six|five|9th|first|second
	2017-09-08 00:00:00		in|areas|in	militias|the military alliance	years|years|first|ite|days|few months|half|2014
	2017-09-08 00:00:00			independent online blog	10|up to six months|1987|under three|three
	2017-09-08 00:00:00				the month|more than 50
	2017-09-08 00:00:00				more than three|last four years|fourth|2013|first|socialists|2011|2002|second|three|nine|four|1981|just months|second|two|the late 19th
	2017-09-08 00:00:00			working group	fifth|earlier this|two decades|one
	2017-09-08 00:00:00			the gay magazine|newspaper	two
	2017-09-08 00:00:00				11|about 300|about 300
	2017-09-08 00:00:00			aviation agency	this month|five|one|second|one
	2017-09-08 00:00:00				the next day|the past two|two|2010|between 20 to 40 percent|one
	2017-09-08 00:00:00			interior	evening|three|112
	2017-09-08 00:00:00				the past two|hundreds of thousands|nine|under five|eight
	2017-09-08 00:00:00	financial			next year|million|last month|24 years|million|more than 100|first|one|2013|around percent|at least dozen|2015|41 percent|63 percent|eight|10
	2017-09-08 00:00:00		capital		months|six|80 million
	2017-09-08 00:00:00	moderate			six|2016|next year|eastern
	2017-09-08 00:00:00	breakthrough|bin			
	2017-09-08 00:00:00				two|one|sixth|two
	2017-09-08 00:00:00				first
	2017-09-08 00:00:00	father|on		national assembly	the past three days|10|eight|two|previous days|evening|1967|38 years|1992|years|at least 500|2010|this week|two
	2017-09-08 00:00:00				late 2013|12 million|2013|more than year|recent months|week|two
	2017-09-08 00:00:00	new|don		ruling party	17|last month|first|2007|decades|yesterday morning|less than third|more than year|tonight|44|hours|days|million
	2017-09-08 00:00:00				first|recent years|this week|decades|democratic
	2017-09-08 00:00:00				16|the initial weeks|six months|one
	2017-09-08 00:00:00			party	last year
	2017-09-08 00:00:00				last week|60
	2017-09-08 00:00:00		eastern|eastern		
	2017-09-08 00:00:00				the past two weeks|two|25|two|two|nine|three|several thousands|300
	2017-09-08 00:00:00				
	2017-09-08 00:00:00			young|official|nuclear checking for	just days|sixth|each year|fifth|one|sixth|autumn|11|night|this week|92 percent|hundreds of thousands of tonnes|two
	2017-09-08 00:00:00				one|one
	2017-09-08 00:00:00				decades|30 years|decades
	2017-09-08 00:00:00				months|one|few days|hours|second|two|first
	2017-09-08 00:00:00		barrier island	the nuclear safety at	130 miles per hour|four|two|about 30 miles|two|about 120 miles|24 hours|20 feet|today|two|third|about million|nearly million|one|four|2011|2012|three
	2017-09-08 00:00:00			new|agency	one|more than four months|2003|2008|first
	2017-09-08 00:00:00				1992|more than billion|about four hours|this week|one|160 miles per hour|145 miles per hour|15|29|eight|nine|99 percent
	2017-09-08 00:00:00			congressional	three months|about billion|this week|billion|two|25|more than 50|about 60|first|morning|his days|30|40|one|billion|billion|million|billion|conservatives|two|two|2018|the month
	2017-09-08 00:00:00				2016|days
	2017-09-08 00:00:00				at least seven|112
	2017-09-08 00:00:00				sixth|58 percent|37 percent|second|first|69 percent|only 24 percent|nine months|first|51 percent|45 percent|over 60 years|60 percent|35 percent|50|59 percent|first|33 percent|19
	2017-09-08 00:00:00		bore|witness		over eight decades|1985|dozens|about 100|three|about 70 km|12|four|thousands|250|one|more than 20|54 miles|43 miles|1985|just about 230 miles|dozens|around 50 million of roughly 120 million
	2017-09-08 00:00:00				two|night|fourth|one|more than 600
	2017-09-08 00:00:00		barrier island		more than million|around nine million|almost half|million|million|150|185|second|two|about 120 miles|about million|just two|about half|nearly billion|since 2006|60|nearly five million|million
	2017-09-08 00:00:00			the justice ministry|the justice ministry	two|2000|11 years|four|hundreds
	2017-09-08 00:00:00				
	2017-09-08 00:00:00	von	euro zone		eurosceptic|this year|first|24|last year|more than two decades
	2017-09-08 00:00:00		press island		two|one|43|11|hundred|two
	2017-09-08 00:00:00				2015
	2017-09-09 00:00:00				one|25 years|up to|165 miles|61|billion|at least miles|up to|155 miles an hour|25 years|1992|between billion and billion|night
	2017-09-09 00:00:00	pontiff	on		hundreds of thousands|the the 1980s|first|the civil war|hours
	2017-09-09 00:00:00		al	al|al	two|two|five|two|al
	2017-09-09 00:00:00			on	night|nine|one|sixth
	2017-09-09 00:00:00			joint|bloc	four|first|billion euros
	2017-09-09 00:00:00				as much as degree|about 10 to 18 miles|185 miles|one|five|the past 82|at least 21|155 miles per hour
	2017-09-09 00:00:00			the president office	three|just days|sixth|one
	2017-09-09 00:00:00			the federal prosecutor office	two|one|28|first|two|one
	2017-09-09 00:00:00	singer fan was			22|first|22|the day
	2017-09-09 00:00:00				just days|sixth|five|fourth|24|conservatives
	2017-09-09 00:00:00				hundreds of thousands|last year|hours
	2017-09-09 00:00:00				two|up to eight|as many as four|one|11|the past two days|30|at least 400|less than two|two|some 65 km|four|six|300|400|1991
	2017-09-09 00:00:00				
	2017-09-09 00:00:00			the constitutional court|the constitutional court	last month|61 percent|27|the years
	2017-09-09 00:00:00	de senior		regional newspaper|am newspaper	conservatives|conservatives|around 38 percent|around 22|conservatives|one|two|conservatives|conservative|first|conservatives|this year|this week
	2017-09-09 00:00:00				one|two|today|300
	2017-09-09 00:00:00			alliance	
	2017-09-09 00:00:00		state	army|army	this week|years|half
	2017-09-09 00:00:00			capital|independent online blog	17|1987|under three|three
	2017-09-09 00:00:00		on	army	years|this week
	2017-09-09 00:00:00				around 150 miles|two|first|meter|16|night|all night|millions
	2017-09-09 00:00:00			armed	19|the early hours|five|hundreds|last year
	2017-09-09 00:00:00				just days|sixth|two|two|two days
	2017-09-10 00:00:00				recent years
	2017-09-10 00:00:00	junior|legal			morning|weekly|white nationalist|11|four|two
	2017-09-10 00:00:00		west coast|the west coast	the federal emergency agency	
	2017-09-10 00:00:00				
	2017-09-10 00:00:00		southern		night|at least 91|tens of thousands|two million|1985|71|four|41|one|five|thousands|nearly million|three
	2017-09-10 00:00:00				about 105 miles|125 miles per hour|48 mph|66 mph|51 mph|71 mph|at least 74 mph|125 mph
	2017-09-10 00:00:00				conservatives|last week|conservatives|conservatives|billion
	2017-09-10 00:00:00				one|afternoon|at least five
	2017-09-10 00:00:00				last week|second|third|one|2016|2016|the past three years
	2017-09-10 00:00:00			radio|late	the beginning of weeks
	2017-09-10 00:00:00				the next 15|decades|1978|1989|2005|between 2006 and 2011|first|the the 40 years
	2017-09-10 00:00:00				the last day
	2017-09-10 00:00:00		arctic		10|the next four years|three to four|as many as nine|only two|85|four|84|85|four|two|one|almost half|nearly trillion|2005
	2017-09-10 00:00:00				the next five or six hours|three
	2017-09-10 00:00:00				
	2017-09-10 00:00:00				15 km|this week
	2017-09-10 00:00:00				two weeks|fourth|2015|24|up to 12 billion
	2017-09-10 00:00:00				more than billion|annually|just months ahead|winter|20|the hours|second|115 miles per hour|one|one|year|nearly million|earlier this first half of 2017|more than 30 years|more than million|more billion|as high as 15 feet
	2017-09-10 00:00:00				annual|five
	2017-09-10 00:00:00			parliament|the upper house	second|more than 13 hours|290|first|this morning|last year|seven|months
	2017-09-10 00:00:00			army	just few miles|at least 17|this year|half|about 15 km|first|this week|nearly half
	2017-09-10 00:00:00			ite group|air force	first|2006|160
	2017-09-10 00:00:00	last		interior ministry|peshmerga	hundreds|peshmerga|at least 13|one|three months|week|the four months|days|dozens|between 70 and 80|the final days
	2017-09-10 00:00:00				first|one|2008|fifth|sixth|more than five years
	2017-09-10 00:00:00				sixth|five|38|at least year|the past 48 hours|secondary|first|an additional million|annual|billion
	2017-09-10 00:00:00			works department	over dozen|two
	2017-09-10 00:00:00				10|two|four|two|hundreds
	2017-09-10 00:00:00				first|two|34|11
	2017-09-10 00:00:00				
	2017-09-10 00:00:00	challenger			24|conservatives|13|24 percent|first|democratic|conservatives|12 years|the final days
	2017-09-10 00:00:00		kingdom		two|two
	2017-09-10 00:00:00				hundreds|more than half|2014|11|62|43|22|2014|51|2016|35
	2017-09-10 00:00:00			al al group|al military operation	six|afternoon|about km
	2017-09-10 00:00:00				the past two weeks|half century|the 1960s|decades|recent years|the past two|about 400|decades|15 years|nearly two|three|few days|over 30 years ago|one|seven to 10 days|around million|the holidays|earlier this month|millions of dollars
	2017-09-10 00:00:00	over|bin|al|bin|bin|bin	kingdom|kingdom|heartland|kingdom		three|decade ago|two|2014|couple of days ago|the 1990s|14 million|today
	2017-09-10 00:00:00			the military alliance	sixth|week
	2017-09-10 00:00:00				thousands|hundreds of thousands|thousands|dozens|two|one|one|two|two|last week|the 1990s|last week|peace prize
	2017-09-10 00:00:00	big			the next five or six hours|three
	2017-09-10 00:00:00			al al|al|the joint operations center|the al rebel official	some 50 km|the early years|2013|hundreds|two|two|hundreds|dozens|40
	2017-09-11 00:00:00			militant	ite|six|two|2015|2015|three|35 percent|four|ite|four|one|ite|two|2015|one|two
	2017-09-11 00:00:00				almost half|tens of thousands
	2017-09-11 00:00:00		euro zone		between and 11 percent|2013|2015
	2017-09-11 00:00:00				
	2017-09-11 00:00:00				
	2017-09-11 00:00:00				
	2017-09-11 00:00:00			foreign ministry	this weekend|one|26|80 million|week|fourth|24|last year
	2017-09-11 00:00:00				six
	2017-09-11 00:00:00				two|88|91
	2017-09-11 00:00:00				month|first|more than six years|two|40 km|tens of thousands|recent weeks
	2017-09-11 00:00:00			army|parliament	two|five|two|three|first|last year
	2017-09-11 00:00:00				this week
	2017-09-11 00:00:00				the 1970s|three|between five and eight years|more than four decades|13 years|two
	2017-09-11 00:00:00		ite south	the oil and gas committee|ite armed	2003|ite|95 percent|thousands|2003|last month|ite|ite|two|one
	2017-09-11 00:00:00			national	
	2017-09-11 00:00:00		on		first|2006
	2017-09-11 00:00:00				six|every 90 days|quarterly|18 months ago|last month|dozens
	2017-09-11 00:00:00				the past two weeks|hundreds of thousands|the second day|first
	2017-09-11 00:00:00				four|ite|eight|some 30 kilometres|two|decades|nearly half million|three|20|the past two
	2017-09-11 00:00:00			foreign ministry|universal	billions of dollars|2016|1990|daily|about billion|million euros|2012|thousands|more than 50 percent|today
	2017-09-11 00:00:00				more than million|two|thousands|about five minutes|two|one|tens of thousands|evening|more than million|tropical|morning|million|million|almost million|about million|week|last year|two|about 30 miles|about 120 miles|two weeks
	2017-09-11 00:00:00				day|2014|nearly three decades|his evening|one|peaceful
	2017-09-11 00:00:00			the political party|parliamentary party|main	next year|2013|next year
	2017-09-11 00:00:00			the supreme court|interior ministry	first|the next day|two three months|thousands|between 14 and 49|one
	2017-09-11 00:00:00			the national development junta|army	hundreds|trillion baht|about percent|2016|more than 57 billion baht
	2017-09-11 00:00:00			global	2015|millions|nearly 200|26 to 28|2005
	2017-09-11 00:00:00				million|around million|evening|million|morning|60 miles per
	2017-09-11 00:00:00		del|de		at least 10|some 200 miles|first|millions|39|up to|36 feet|two
	2017-09-11 00:00:00			news	
	2017-09-11 00:00:00				sixth
	2017-09-11 00:00:00				
	2017-09-11 00:00:00			bipartisan coalition	2016|2016|first|three
	2017-09-11 00:00:00				afternoon|nine|15|five|four|one|the 80 percent|two million barrels|about tonnes|eight|last month|two|third billion|2013|15|2015
	2017-09-11 00:00:00			the human rights office	one|47|3rd
	2017-09-11 00:00:00		states		11
	2017-09-11 00:00:00				
	2017-09-11 00:00:00				about 800|one|up to|70 miles per hour
	2017-09-11 00:00:00		on		175|first|40
	2017-09-11 00:00:00	provider	euro zone	national|am|the sister party	1933|24|2013|2015|first|first|13|16|communist|fourth
	2017-09-11 00:00:00				40 percent|the last 15|one|three days|million tonnes
	2017-09-11 00:00:00				
	2017-09-11 00:00:00			ruling party	last month|last month|less than billion in|billion|one|about billion|one|million|several billion dollars|almost quarter to billion|1999|today|one
	2017-09-11 00:00:00		the euro zone		thousands|2016|2016|two|the labor code|weeks|last month|above percent|first|the afternoon|over 11 percent|decades|weeks|six
	2017-09-11 00:00:00	billionaire			last week|one|two dozen|nearly 40|the weekend|half|70 percent|at least 15|60 percent|the past 11
	2017-09-11 00:00:00		capital		one|three
	2017-09-11 00:00:00				at least three|three|13|11|three
	2017-09-11 00:00:00				the last week|this week|six|months|last year|the weekend|the end of 2017|only 52|48
	2017-09-11 00:00:00				30
	2017-09-11 00:00:00				hours
	2017-09-11 00:00:00	national		national	afternoon|one|two|morning|two|one|democratic
	2017-09-11 00:00:00				eurosceptic|two|communist|the 1950s|communist|recent weeks|million|three million|1944|1989|fifth|last month
	2017-09-11 00:00:00			the health department	75 percent|next year|billion pesos|more than 40|next year|eight|million pesos|2018|this year|billion|year|more than million|more than 100 million|13|more than three|four percent
	2017-09-12 00:00:00	spoke		diplomatic	day|around dozen|recent|two|26|year|31|this year|about 25 million euros|69 million euros|13 to 14 percent
	2017-09-12 00:00:00		the east coast		two years ago|2015|eighth|last month
	2017-09-12 00:00:00	major love			about 400|the day after the|eight feet|half|22 years|two|days|half dozen|three|decade ago|23 feet|two|four years|the next day|first|one
	2017-09-12 00:00:00			world powers	the more than decade|1987|missile shield|sixth|two|next year|third|million|last year
	2017-09-12 00:00:00			lower house|the lower house|lower house	up to million reais|at least one|second|first|almost two months ago|four|2011|last year
	2017-09-12 00:00:00				dozens|recent weeks
	2017-09-12 00:00:00				at least 43|tens of thousands|first|more than 100|10|at least three months|one|one
	2017-09-12 00:00:00				later this month
	2017-09-12 00:00:00			parliament|ruling party	25|last month|peshmerga|about third of|2014|first|second|less than two weeks
	2017-09-12 00:00:00		capital		hundred|two|day|thousands|over the past 15 months
	2017-09-12 00:00:00			parliament|parliament	this month|first
	2017-09-12 00:00:00			the attorney general office	2015|last month|days|first|2015
	2017-09-12 00:00:00			government|original	23|11|11|nine years
	2017-09-12 00:00:00			the federal police	five|hundred|41|four|46 to 65|at least 70|up to euros|more than 700
	2017-09-12 00:00:00				18|18
	2017-09-12 00:00:00				one|million|25|second|an hour|only about one third|2014|about 30 million|2015|billions of dollars
	2017-09-12 00:00:00				last week|five|recent decades|100|third
	2017-09-12 00:00:00			defense ministry	69
	2017-09-12 00:00:00			the finance ministry	four months|four years|165 percent|the 21st consecutive month|less than third|million|million|million|million|22 pounds|300|2013|ethnic|12 million|half|seven months|four
	2017-09-12 00:00:00	little|carries			12|two days|millions|first|thousands|first|2005|decades
	2017-09-12 00:00:00				billion|26|one|2014|100 million yuan|24|15|last year|billion yuan|38 billion|monthly|monthly|million|an estimated billion yuan|dozens
	2017-09-12 00:00:00			the central election commission|central election|the election commission|the election commission	next year|first|73 percent|85 percent|only percent|this year|six|six|the entire voting day|one|six|three|thousands|the first hours|about 10|16|six|first|about quarter|two|14|18
	2017-09-12 00:00:00				one|about million barrels|nearly 40|at least six|about 700 miles
	2017-09-12 00:00:00				later this week
	2017-09-12 00:00:00			federal	million|one|about 12 million|more than million|about 15 million|46 percent|tens of thousands|about 20|around million|evening|more than million|more than half|about million|more than million|about 40 percent|just one|only percent|million|2005|billion|weeks|62 percent|49 percent|about million|third|monthly|nearly million|2016|annual|million|second|about million|around million|more than million|two|about 30 miles|about 120 miles
	2017-09-12 00:00:00				this week|daily
	2017-09-12 00:00:00				
	2017-09-12 00:00:00		she|she	the national disaster agency|weather bureau|the national disaster	at least two|the morning|two|20 kilometers
	2017-09-12 00:00:00				the past 18 months|more than half|thousands|last week|five|the last two years|240|44|23|last month|two|two
	2017-09-12 00:00:00			northern|parliament	50 percent|50|30 percent|more than four years|last week|sixth|last month|33 percent|40 percent|41 percent
	2017-09-12 00:00:00				two|scores|about dozen
	2017-09-12 00:00:00				
	2017-09-12 00:00:00			nuclear	sixth|ninth|2006
	2017-09-12 00:00:00			on|on|lower house|house	thousands|the past 15|32|second|billion pesos|2017
	2017-09-12 00:00:00				the weekend|2018|two decades
	2017-09-12 00:00:00			city council|state broadcaster|the garbage department|department|trash department|city	some million|15 million francs|this week
	2017-09-12 00:00:00				weeks
	2017-09-12 00:00:00			nuclear	sixth|ninth|2006
	2017-09-12 00:00:00				two|two
	2017-09-12 00:00:00				the day|hundreds of thousands|recent years
	2017-09-12 00:00:00				two|two|26|recent months|around dozen|200
	2017-09-12 00:00:00		capital		about 400 miles|thousands|at least 98|just before midnight on|two|80 percent|eight|10|one|three
	2017-09-12 00:00:00				million to million|about 15 million|one
	2017-09-12 00:00:00	his bin|al|bin	kingdom		one|decade ago|at least eight|four|2011|billions of dollars|eight
	2017-09-12 00:00:00				
	2017-09-12 00:00:00				63|last year|21|more than 240
	2017-09-12 00:00:00				39|26|two|five|four|annual|nine|six|eight|nine|five|2015
	2017-09-12 00:00:00	boxer		60	2016|last month|about 15|day|one|next year
	2017-09-12 00:00:00	native|civil			the same day|15|nearly million|2016
	2017-09-12 00:00:00				hundreds|the 80 percent|night|daily|2010|30 won|300
	2017-09-12 00:00:00				first|two|21|several days|2016|two|three
	2017-09-12 00:00:00		bloc		last week|2015
	2017-09-12 00:00:00				months|other months|at least 125|two|months|daily|600
	2017-09-12 00:00:00				18
	2017-09-12 00:00:00				last week|at least 96
	2017-09-12 00:00:00		southeastern	army	nearly two years|the last few weeks|first|three months|2016|at least 150
	2017-09-12 00:00:00	camp guard			one|one month|at at least 14|2016|million|2011|last year
	2017-09-12 00:00:00				five days|yesterday|last week|the last month|sixth|this month|two|the 1980s|first|two
	2017-09-12 00:00:00				this week|two|1997|2014|2016
	2017-09-12 00:00:00				devolved|devolved|devolved|devolved|2016
	2017-09-12 00:00:00			army	ite|two years|two|85 percent|48 percent|thousands|thousands|millions|thousands|last week|85 percent|23 percent|around square km|85|over half|millions|85 percent|69|three years
	2017-09-12 00:00:00			doesn	
	2017-09-12 00:00:00	de la retiree			last week|1985|one|one|three decades ago|two|100|two|1985|at least 200|hundreds|30|three|one|1985|71|thousands|five years ago|1985|three|1985|night|today
	2017-09-12 00:00:00			federal appeals court	six|90 days|120 days|last the 9th|the 9th the 9th|today|tens of thousands|9th
	2017-09-12 00:00:00			state radio	12|fifth|this year|this month|six
	2017-09-12 00:00:00	bin|bin	the kingdom of|kingdom		four|haj
	2017-09-12 00:00:00	peaceful		congress	months|tomorrow|2016|few days
	2017-09-12 00:00:00		capital	political	1992|second|2002|1980|one|more than two months
	2017-09-12 00:00:00		city		48|million|next year|hundreds|million
	2017-09-12 00:00:00	dated			hundreds of millions|82 percent|39|months|the past three
	2017-09-12 00:00:00		don		25th|70 percent|last week|nearly 16 million|million|two
	2017-09-12 00:00:00			energy company	this weekend
	2017-09-13 00:00:00				last year|last month|million|2009|2015|last year|between 2015
	2017-09-13 00:00:00		peninsula|eastern|eastern|east coast		two decades|years|2014|the early 1990s|one
	2017-09-13 00:00:00	ad	us	the human rights	three years|47|millions
	2017-09-13 00:00:00		eastern|western		almost half|about million|midday|about million|more than million|16 million|tens of thousands|around million|weeks|this weekend|at least 77|36|three|150|nearly 700|morning|second
	2017-09-13 00:00:00				four years|15 days|one|the day|2016|half dozen|the past year
	2017-09-13 00:00:00				two
	2017-09-13 00:00:00				mosque|five|12 or 13 years old|mosque|first|between five and six|at least two|almost decade|four|five|16
	2017-09-13 00:00:00				earlier this week|two years ago|five
	2017-09-13 00:00:00	de			eight|first|31|hundreds|embassy|eight|morning|67|last year|more than 100
	2017-09-13 00:00:00			nationalist party	last month|two|later this month|years|about million|1991|2001|two years|the coming months
	2017-09-13 00:00:00				51|nationalist|61|120|two|11th|overnight|this morning|one|recent weeks
	2017-09-13 00:00:00		euro zone|euro zone	the euro zone|euro zone|the euro zone	the day|ethnic|27|annual|that weekend|18 months|million|one|that day|one|historic weekend|2019|autumn|27|two weeks|fourth|second|two months
	2017-09-13 00:00:00			federal on|federal|technical board of|army	2016|2015|the illegal financing days|first|70 percent|130 percent|two|90|60 percent
	2017-09-13 00:00:00				conservative|thousands|the past two
	2017-09-13 00:00:00				dozens|first|2016|40|18 days|2016|2015|up to five years
	2017-09-13 00:00:00			political|senate	two|last month|22|2019|nearly 40 percent|2007 to 2015|half|four|2015|third|three|half|the second half of his
	2017-09-13 00:00:00				
	2017-09-13 00:00:00			the union transport federation|social	second|third|25|first|weeks
	2017-09-13 00:00:00				two
	2017-09-13 00:00:00				the next two
	2017-09-13 00:00:00				the week of 25
	2017-09-13 00:00:00		ve	federal	thousands|evening|70 percent|at least three|185 mph|25 billion|one|billion|more than 100|two|days
	2017-09-13 00:00:00		the euro zone		six|2016|30|years
	2017-09-13 00:00:00			parliament	dozens|months|2011|weeks|secular|2011
	2017-09-13 00:00:00				two|congressional|months|recent days|trillion|second|as many days|evening|eight|five|conservatives|last week|three|two
	2017-09-13 00:00:00			meatpacker|meatpacker|top|the lower house|the lower house|house	second|day|next year|hundreds|two weeks|his last days|second|less than
	2017-09-13 00:00:00				2016|2016|last year|last week
	2017-09-13 00:00:00			parliament	25|last week|ethnic
	2017-09-13 00:00:00				second|about 400|earlier this week
	2017-09-13 00:00:00	hold|narrow		the for	legislative months|months|this summer|50|52|seven|three|week|conservatives
	2017-09-13 00:00:00			coalition of human rights groups	15|2012|2009|23|two|2014|2013|early months|2008|nearly year later|44|10
	2017-09-13 00:00:00			the elections department|parliament	first|four|two|two|at least million|four|1965|2015|months|almost 70 per cent|six|89
	2017-09-13 00:00:00			the new party|new party	the 1960s|84 percent|three million|40 percent|years|quarter|2000|ethnic|thousands|around dozen|conservatives|ethnic|below one percent|more than fifth|ethnic|decades|two
	2017-09-13 00:00:00			the state council	
	2017-09-13 00:00:00				79|last year
	2017-09-13 00:00:00		euro zone|euro zone|the euro zone|euro zone|the euro zone|euro zone|euro zone|the euro area|euro area|euro area|the euro area	euro zone|euro|euro|euro zone	27|two days|last month
	2017-09-13 00:00:00				around dozen|the first quarter|year|around percent|this year|around percent
	2017-09-13 00:00:00				last month|38|23|61|second|27
	2017-09-13 00:00:00			sensitive|bloc	15|just year|third|only seven|one
	2017-09-13 00:00:00			army	two|night|seven|two|one|37 percent|the first seven months of the year|the same period|the deadliest year|the first seven months|any year|next year
	2017-09-13 00:00:00				1997|at least 16|1997|previous years|one|next year|more than 30 years
	2017-09-13 00:00:00				at least three|two|one|five|fifth|one
	2017-09-13 00:00:00				four decades|first|sixth|first|1989|the next year|2013
	2017-09-13 00:00:00			house|central	2018
	2017-09-13 00:00:00			committees	next week|the the week|the weeks|last week
	2017-09-13 00:00:00		east coast		earlier this|sixth|nine|four
	2017-09-13 00:00:00				last week
	2017-09-13 00:00:00				
	2017-09-13 00:00:00				dozens|more than 20|this week|more than 20|2014
	2017-09-13 00:00:00				one|2011|first|2016
	2017-09-13 00:00:00	qualified separate			two days|10
	2017-09-13 00:00:00				this month|first|2003|25|second
	2017-09-13 00:00:00				four
	2017-09-13 00:00:00				last weekend|first|2008|2010
	2017-09-13 00:00:00			alliance|firm	second|around dozen|billion|two years|this week
	2017-09-13 00:00:00				25|about 30|million|million|roughly about two weeks|four
	2017-09-13 00:00:00				four|one|three
	2017-09-14 00:00:00			the border service|foreign ministry	the last seven weeks|four|at least six|four|two
	2017-09-14 00:00:00	cleric			two|last year|six|two|this week|18|20|first|three|second|two
	2017-09-14 00:00:00			parliament	25
	2017-09-14 00:00:00				
	2017-09-14 00:00:00			parliament	25
	2017-09-14 00:00:00		the euro zone		annual|30|eastern|years
	2017-09-14 00:00:00			the he chairs|congressional|congressional|investment bank	one|congressional|first|31 years|two|less than two|months
	2017-09-14 00:00:00		northwest|contrast	eastern fast food chain|ve|the budget hotel	continental|years|hundreds of thousands|two|six|last year|two months|as much as quarter|million|75 percent|37 percent|25 percent|second|first|more than 15 percent|about 21 percent|around percent|last week|two years|every year|every 2003|million|million|the 12 months|52|around 60 percent|around 80 percent|in excess of 10|million|the three months|the 10 years following|one|two thirds|annual|the tens of thousands
	2017-09-14 00:00:00				68 percent|the last year|four|the year|12|2001|36|the first six months|12|23|the following month|21|three|van|mosque|one|this week|the three years|13|17|four|six|123
	2017-09-14 00:00:00				2016|ten days ago|1987
	2017-09-14 00:00:00			interior	2015|up to two years|four|the borders code
	2017-09-14 00:00:00				second
	2017-09-14 00:00:00		southeast		
	2017-09-14 00:00:00				three to six years|three|three|22|three
	2017-09-14 00:00:00				2015|12 years|10|this week|first
	2017-09-14 00:00:00				seven|two
	2017-09-14 00:00:00			new armed group|bloc	more than two years|2016|one|this year|2011|late last month|the few months ago|the last two months
	2017-09-14 00:00:00				more than two years|2014|2015|80 percent
	2017-09-14 00:00:00			presidential	66 percent|65 percent|94 percent|about international percent|37|less than year|61 percent|six years ago|28|conservative|leftist|second|85 percent|35 percent|three|the 55 percent|only 13 percent|20 percent
	2017-09-14 00:00:00	al			last month
	2017-09-14 00:00:00				some kilometres
	2017-09-14 00:00:00			the election commission|the electoral board	2007|82|290|one|more than quarter
	2017-09-14 00:00:00			the attorney general office|federal|general assembly	2015|independence day|two|this week|one
	2017-09-14 00:00:00			defense ministry|defense ministry|armed|defense ministry	2015|this year|first|second|45 percent|training days|90 to 59 days|some 30 percent|thousands|last month|last month|three|four|nearly 40 percent|80|20 percent|years
	2017-09-14 00:00:00			the international monitoring group	2015
	2017-09-14 00:00:00				four|three|four|four|four|this week
	2017-09-14 00:00:00		euro zone	finance|finance	16 years|second|2009|four years|four years|roughly 45|first|four years|two|1990s|weeks|one|one|2014
	2017-09-14 00:00:00				25|hours
	2017-09-14 00:00:00			cyber security firm	two|first|earlier this year
	2017-09-14 00:00:00	said		army|the international community|the international community	one|nearly three|last month|more than 400|some 15|last week|mosque|mosques|2011
	2017-09-14 00:00:00				six months
	2017-09-14 00:00:00	will			the next week|the eight months|22 percent|nearly 30 percent|more than 100|one
	2017-09-14 00:00:00				100 miles|about 25|thousands|the winter tourism season|winter|weeks|million|the holiday season|the winter season|the winter season|four|this week|three|another record year|billion year|winter|three|three|at least billion euros|70
	2017-09-14 00:00:00	cio		the prosecutor general office|the lower house|lower house|defense|the lower house|supreme court	second|10 days|next month|last month|four|three|dozens|well over 100
	2017-09-14 00:00:00				
	2017-09-14 00:00:00				2015|2015|seven|two|two|60 days|2015|2012|120|11|seven|two|two
	2017-09-14 00:00:00			congressional|decent	hundreds of miles|millions of dollars|four|two|one
	2017-09-14 00:00:00				two days|earlier this year|at least 125|six|2016
	2017-09-14 00:00:00				three|next week|10 percent|night|one|two|three|two|recent years|at least 125|four months|this week
	2017-09-14 00:00:00				second|first|2006|600|2015|several decades|million|earlier this month|billion
	2017-09-14 00:00:00				last night
	2017-09-14 00:00:00				last month|more than 400|militant|ethnic|decades
	2017-09-14 00:00:00				nine|annual|on 31
